Time,TX,TY,TZ
0,"11.8916","23.2671","11.8218"
0.00833333,"11.9047","23.2707","11.7961"
0.0166667,"11.9018","23.2855","11.8098"
0.025,"11.9044","23.299","11.811"
0.0333333,"11.914","23.293","11.8264"
0.0416667,"11.8974","23.2899","11.8685"
0.05,"11.898","23.2847","11.8743"
0.0583333,"11.902","23.2908","11.8765"
0.0666667,"11.8852","23.2734","11.8568"
0.075,"11.8914","23.2713","11.8376"
0.0833333,"11.895","23.2891","11.8165"
0.0916667,"11.894","23.2813","11.8047"
0.1,"11.8938","23.2776","11.7987"
0.108333,"11.9059","23.2727","11.806"
0.116667,"11.9025","23.2706","11.8368"
0.125,"11.9224","23.2913","11.8504"
0.133333,"11.9061","23.2988","11.8652"
0.141667,"11.9032","23.3101","11.8481"
0.15,"11.9115","23.3123","11.8418"
0.158333,"11.9012","23.3045","11.8277"
0.166667,"11.8884","23.2869","11.8329"
0.175,"11.8821","23.2595","11.8221"
0.183333,"11.8717","23.2796","11.8308"
0.191667,"11.8906","23.2756","11.8407"
0.2,"11.9054","23.2589","11.8372"
0.208333,"11.9152","23.2709","11.8295"
0.216667,"11.8966","23.2835","11.8635"
0.225,"11.8953","23.3213","11.8944"
0.233333,"11.904","23.3412","11.901"
0.241667,"11.9098","23.3451","11.8676"
0.25,"11.9228","23.3271","11.8545"
0.258333,"11.9203","23.3115","11.837"
0.266667,"11.9094","23.2814","11.8144"
0.275,"11.8878","23.2381","11.8144"
0.283333,"11.8992","23.2442","11.8254"
0.291667,"11.8776","23.2671","11.8521"
0.3,"11.8972","23.2773","11.8459"
0.308333,"11.8988","23.2864","11.8283"
0.316667,"11.8905","23.3037","11.8466"
0.325,"11.9031","23.3196","11.8295"
0.333333,"11.908","23.3373","11.8504"
0.341667,"11.9205","23.3443","11.8889"
0.35,"11.9159","23.3413","11.8981"
0.358333,"11.9038","23.3237","11.9226"
0.366667,"11.8957","23.2901","11.884"
0.375,"11.8895","23.2608","11.8445"
0.383333,"11.8786","23.259","11.8095"
0.391667,"11.8954","23.2405","11.7764"
0.4,"11.9218","23.2564","11.7842"
0.408333,"11.9062","23.2601","11.7781"
0.416667,"11.9223","23.2504","11.8013"
0.425,"11.8993","23.271","11.8034"
0.433333,"11.8939","23.2882","11.8436"
0.441667,"11.8913","23.2819","11.8685"
0.45,"11.8895","23.3113","11.8837"
0.458333,"11.8941","23.3158","11.8949"
0.466667,"11.8879","23.317","11.8673"
0.475,"11.8863","23.3179","11.836"
