Time,"Position - cf13",,
0.65,"16.9372","27.447","14.848"
0.658333,"16.9018","27.4289","14.8155"
0.666667,"16.9112","27.4267","14.8079"
0.675,"16.9168","27.4188","14.7802"
0.683333,"16.8945","27.4262","14.7864"
0.691667,"16.9368","27.5126","14.8301"
0.7,"16.9511","27.4581","14.8348"
0.708333,"16.9396","27.5047","14.8804"
0.716667,"16.9819","27.5025","14.8901"
0.725,"16.9299","27.4326","14.825"
0.733333,"16.9174","27.4393","14.816"
0.741667,"16.9183","27.4415","14.8145"
0.75,"16.9002","27.4287","14.8263"
0.758333,"16.9107","27.4822","14.8455"
0.766667,"16.9203","27.4521","14.82"
0.775,"16.9235","27.4702","14.8277"
0.783333,"16.9114","27.4467","14.7989"
0.791667,"16.9316","27.4443","14.785"
0.8,"16.9078","27.457","14.7929"
0.808333,"16.9271","27.4622","14.8145"
0.816667,"16.9321","27.4988","14.8702"
0.825,"16.9091","27.4767","14.8765"
0.833333,"16.9444","27.4928","14.9041"
0.841667,"16.9108","27.4382","14.8854"
0.85,"16.9323","27.5203","14.8755"
0.858333,"16.9288","27.448","14.8269"
0.866667,"16.9166","27.4482","14.7803"
0.875,"16.929","27.4148","14.7399"
0.883333,"16.942","27.4361","14.7156"
0.891667,"16.9676","27.4682","14.7705"
0.9,"16.8958","27.4124","14.7624"
0.908333,"16.9451","27.4987","14.8776"
0.916667,"16.9426","27.4782","14.9067"
0.925,"16.9631","27.4784","14.9726"
0.933333,"16.944","27.4937","14.9408"
0.941667,"16.9333","27.4736","14.8707"
0.95,"16.9397","27.4739","14.8068"
0.958333,"16.9709","27.4714","14.7679"
0.966667,"16.9497","27.4109","14.7051"
0.975,"16.9612","27.4378","14.7069"
0.983333,"16.9587","27.3876","14.745"
0.991667,"16.9679","27.3694","14.8051"
1,"16.962","27.3517","14.8461"
1.00833,"16.9861","27.473","14.9201"
1.01667,"16.978","27.448","14.9075"
1.025,"17.0588","27.5254","14.9029"
1.03333,"17.0784","27.4734","14.9379"
1.04167,"17.1006","27.486","14.8829"
1.05,"17.0528","27.3426","14.7941"
1.05833,"17.0949","27.2431","14.8376"
1.06667,"17.1101","27.1766","14.807"
1.075,"17.0654","27.0652","14.7829"
1.08333,"17.0239","27.0509","14.9264"
1.09167,"17.0147","27.1105","14.9774"
1.1,"17.0282","27.1168","14.91"
1.10833,"17.0765","27.1509","14.9359"
1.11667,"17.1336","27.2239","14.9737"
1.125,"17.1316","27.2539","14.8714"
1.13333,"17.1618","27.2934","14.8794"
1.14167,"17.0861","27.3133","14.9133"
1.15,"17.0042","27.3218","14.8568"
1.15833,"16.9534","27.3308","14.828"
1.16667,"16.9009","27.4548","14.9772"
1.175,"16.8333","27.5878","15.0026"
1.18333,"16.6807","27.607","14.8864"
1.19167,"16.6496","27.7783","15.0539"
1.2,"16.4992","27.7624","15.0503"
1.20833,"16.4389","27.8761","15.0471"
1.21667,"16.3627","27.9715","14.895"
1.225,"16.2187","28.0694","14.9797"
1.23333,"16.112","28.1039","15.0329"
1.24167,"15.9856","28.1845","14.9343"
1.25,"15.8088","28.1705","14.8823"
1.25833,"15.7581","28.2237","15.1223"
1.26667,"15.6551","28.2332","15.1765"
1.275,"15.5512","28.2505","15.1372"
1.28333,"15.4892","28.221","14.9145"
1.29167,"15.4527","28.3015","14.8783"
1.3,"15.429","28.2754","15.0448"
1.30833,"15.3259","28.2819","15.1733"
1.31667,"15.3221","28.3033","15.2229"
1.325,"15.3389","28.3034","15.1599"
1.33333,"15.4524","28.3954","15.0725"
1.34167,"15.4647","28.3314","15.0014"
1.35,"15.4471","28.2615","15.1776"
1.35833,"15.5496","28.2242","15.3879"
1.36667,"15.5764","28.1256","15.4433"
1.375,"15.5832","28.1034","15.3955"
1.38333,"15.6571","28.1451","15.3015"
1.39167,"15.7598","28.1642","15.131"
1.4,"15.7644","28.162","14.8825"
1.40833,"15.8312","28.2176","15.1185"
1.41667,"15.8087","28.2354","15.2488"
1.425,"15.8917","28.2341","15.3819"
1.43333,"15.9824","28.3102","15.499"
1.44167,"16.0042","28.2993","15.4793"
1.45,"16.1665","28.3503","15.4331"
1.45833,"16.2394","28.3417","15.3701"
1.46667,"16.3893","28.3809","15.3551"
1.475,"16.5343","28.3982","15.3155"
1.48333,"16.7148","28.2778","15.3258"
1.49167,"16.9128","28.3592","15.363"
1.5,"17.0455","28.3434","15.3762"
1.50833,"17.2729","28.3817","15.312"
1.51667,"17.3947","28.2993","15.2082"
1.525,"17.6208","28.3016","15.2622"
1.53333,"17.748","28.2783","15.3063"
1.54167,"17.9795","28.264","15.3246"
1.55,"18.0906","28.2181","15.3219"
1.55833,"18.2395","28.1476","15.3368"
1.56667,"18.4239","28.127","15.36"
1.575,"18.6145","28.0851","15.4144"
1.58333,"18.7409","28.0258","15.4899"
1.59167,"19.0206","28.0059","15.6656"
1.6,"19.1612","27.9086","15.8225"
1.60833,"19.3248","27.798","16.0997"
1.61667,"19.5503","27.7193","16.3254"
1.625,"19.826","27.5431","16.6303"
1.63333,"20.0147","27.4591","16.9528"
1.64167,"20.3213","27.3811","17.3878"
1.65,"20.5565","27.2247","17.8503"
1.65833,"20.8871","27.0114","18.3633"
1.66667,"21.0838","26.8657","18.9141"
1.675,"21.3848","26.7376","19.5737"
1.68333,"21.6257","26.5191","20.3339"
1.69167,"21.9151","26.3407","21.3033"
1.7,"22.2384","26.0887","22.4206"
1.70833,"22.5924","25.9051","23.799"
1.71667,"22.9685","25.6756","25.3615"
1.725,"23.341","25.4265","27.0504"
1.73333,"23.8637","25.3124","28.9988"
1.74167,"24.288","25.0891","31.0413"
1.75,"24.8368","24.8569","33.3156"
1.75833,"25.2731","24.5678","35.6904"
1.76667,"25.8362","24.3946","38.3062"
1.775,"26.2849","24.0328","40.9685"
1.78333,"26.689","23.6573","43.7635"
1.79167,"27.2896","23.3543","46.7405"
1.8,"27.7534","22.9444","49.7989"
1.80833,"28.2859","22.467","53.0305"
1.81667,"28.6852","22.1546","56.4005"
1.825,"29.219","21.7496","59.9171"
1.83333,"29.7002","21.3308","63.5498"
1.84167,"30.1921","20.9019","67.2943"
1.85,"30.6016","20.4719","71.1721"
1.85833,"31.062","19.9372","75.1861"
1.86667,"31.5454","19.5093","79.3926"
1.875,"32.0843","19.1519","83.7524"
1.88333,"32.5679","18.72","88.1202"
1.89167,"33.0377","18.2453","92.5814"
1.9,"33.5312","17.8796","97.1294"
1.90833,"33.8592","17.2395","101.713"
1.91667,"34.4894","16.9558","106.519"
1.925,"34.949","16.433","111.298"
1.93333,"35.4923","16.1306","116.265"
1.94167,"36.0367","15.7454","121.299"
1.95,"36.6639","15.3092","126.409"
1.95833,"37.243","14.9278","131.572"
1.96667,"37.8701","14.5895","136.869"
1.975,"38.4945","14.2368","142.225"
1.98333,"39.1339","13.8934","147.658"
1.99167,"39.831","13.5984","153.203"
2,"40.4162","13.266","158.736"
2.00833,"41.219","13.1048","164.38"
2.01667,"42.0375","12.9389","170.042"
2.025,"42.6386","12.5444","175.646"
2.03333,"43.543","12.4377","181.413"
2.04167,"44.3697","12.2725","187.217"
2.05,"45.2565","12.1551","193.089"
2.05833,"46.2285","12.0837","198.946"
2.06667,"47.0965","12.0191","204.858"
2.075,"48.0777","11.9355","210.791"
2.08333,"48.8932","11.6961","216.658"
2.09167,"49.8592","11.7342","222.678"
2.1,"50.9464","11.8153","228.696"
2.10833,"51.9762","11.9102","234.761"
2.11667,"53.0771","12.0145","240.839"
2.125,"54.1772","12.1256","246.946"
2.13333,"55.044","12.1271","252.84"
2.14167,"56.2134","12.3011","259.073"
2.15,"57.3453","12.5355","265.384"
2.15833,"58.5375","12.7835","271.67"
2.16667,"59.7108","13.0392","277.943"
2.175,"60.9666","13.3216","284.172"
2.18333,"62.2048","13.6319","290.43"
2.19167,"63.4204","13.9854","296.701"
2.2,"64.7177","14.3266","302.951"
2.20833,"65.9262","14.7171","309.309"
2.21667,"67.2025","15.1098","315.649"
2.225,"68.4306","15.537","322.022"
2.23333,"69.6953","15.9938","328.465"
2.24167,"70.958","16.4576","334.887"
2.25,"72.2253","16.9359","341.341"
2.25833,"73.4793","17.4355","347.772"
2.26667,"74.7851","17.958","354.21"
2.275,"76.0552","18.4699","360.575"
2.28333,"77.3286","18.9713","366.916"
2.29167,"78.563","19.5034","373.244"
2.3,"79.795","20.0501","379.616"
2.30833,"80.976","20.6162","385.942"
2.31667,"82.2195","21.1448","392.257"
2.325,"83.4099","21.7343","398.542"
2.33333,"84.6349","22.3037","404.789"
2.34167,"85.7782","22.8883","410.955"
2.35,"86.9331","23.5307","417.1"
2.35833,"88.0607","24.1558","423.177"
2.36667,"89.2282","24.8517","429.279"
2.375,"90.3692","25.4802","435.232"
2.38333,"91.4468","26.1502","441.154"
2.39167,"92.5066","26.802","447.035"
2.4,"93.5476","27.461","452.862"
2.40833,"94.5809","28.0744","458.64"
2.41667,"95.5607","28.7308","464.341"
2.425,"96.5183","29.462","470.056"
2.43333,"97.5116","30.1697","475.694"
2.44167,"98.4396","30.852","481.22"
2.45,"99.334","31.6029","486.639"
2.45833,"100.255","32.3075","492.017"
2.46667,"101.089","32.9652","497.263"
2.475,"101.871","33.6775","502.485"
2.48333,"102.674","34.322","507.606"
2.49167,"103.42","35.0388","512.672"
2.5,"104.155","35.7149","517.636"
2.50833,"104.829","36.374","522.468"
2.51667,"105.521","37.0849","527.273"
2.525,"106.174","37.7289","531.951"
2.53333,"106.746","38.4665","536.561"
2.54167,"107.375","39.1524","541.106"
2.55,"107.892","39.7914","545.509"
2.55833,"108.375","40.4809","549.866"
2.56667,"108.908","41.1376","554.139"
2.575,"109.351","41.7431","558.286"
2.58333,"109.727","42.3754","562.439"
2.59167,"110.133","43.0017","566.443"
2.6,"110.431","43.6185","570.358"
2.60833,"110.731","44.1975","574.143"
2.61667,"111.004","44.8397","577.871"
2.625,"111.258","45.3954","581.542"
2.63333,"111.415","45.9328","585.096"
2.64167,"111.583","46.5614","588.661"
2.65,"111.747","47.0447","592.111"
2.65833,"111.791","47.5848","595.457"
2.66667,"111.852","48.0875","598.768"
2.675,"111.868","48.5499","601.91"
2.68333,"111.838","49.0353","605.001"
2.69167,"111.8","49.4697","608.045"
2.7,"111.72","49.9148","611.04"
2.70833,"111.624","50.3576","613.997"
2.71667,"111.46","50.7533","616.841"
2.725,"111.298","51.1878","619.656"
2.73333,"111.094","51.5363","622.388"
2.74167,"110.838","51.9231","625.048"
2.75,"110.584","52.2853","627.654"
2.75833,"110.332","52.6402","630.181"
2.76667,"109.982","52.9467","632.623"
2.775,"109.584","53.2388","635.008"
2.78333,"109.258","53.53","637.383"
2.79167,"108.821","53.7054","639.629"
2.8,"108.377","53.9564","641.892"
2.80833,"107.956","54.1605","644.033"
2.81667,"107.441","54.3995","646.173"
2.825,"106.99","54.5977","648.254"
2.83333,"106.434","54.7645","650.234"
2.84167,"105.952","54.9692","652.243"
2.85,"105.375","55.099","654.138"
2.85833,"104.796","55.2238","655.969"
2.86667,"104.206","55.3373","657.864"
2.875,"103.615","55.4218","659.592"
2.88333,"102.993","55.5216","661.403"
2.89167,"102.382","55.4984","663.019"
2.9,"101.675","55.5484","664.615"
2.90833,"101.021","55.5628","666.162"
2.91667,"100.34","55.5613","667.618"
2.925,"99.6259","55.5612","669.096"
2.93333,"98.916","55.514","670.509"
2.94167,"98.1633","55.5182","671.972"
2.95,"97.4638","55.4144","673.313"
2.95833,"96.7119","55.3079","674.653"
2.96667,"95.9405","55.1885","675.992"
2.975,"95.1033","55.0795","677.299"
2.98333,"94.3586","54.954","678.55"
2.99167,"93.5553","54.7707","679.775"
3,"92.7727","54.5962","680.969"
3.00833,"91.954","54.3959","682.137"
3.01667,"91.1311","54.1941","683.304"
3.025,"90.3424","53.9548","684.517"
3.03333,"89.5583","53.7146","685.709"
3.04167,"88.7501","53.4704","686.962"
3.05,"87.9472","53.2027","688.154"
3.05833,"87.127","52.9698","689.351"
3.06667,"86.3108","52.6924","690.532"
3.075,"85.5375","52.4051","691.712"
3.08333,"84.7543","52.0936","692.857"
3.09167,"83.9512","51.755","694.036"
3.1,"83.1619","51.3954","695.182"
3.10833,"82.3645","51.0767","696.39"
3.11667,"81.6096","50.6981","697.518"
3.125,"80.8757","50.3294","698.713"
3.13333,"80.1586","49.9372","699.797"
3.14167,"79.4074","49.6233","701.013"
3.15,"78.6536","49.2658","702.175"
3.15833,"77.9971","48.9349","703.339"
3.16667,"77.2817","48.558","704.456"
3.175,"76.6322","48.1868","705.61"
3.18333,"75.9337","47.7712","706.685"
3.19167,"75.302","47.4173","707.78"
3.2,"74.6563","46.9854","708.827"
3.20833,"74.0508","46.6335","709.928"
3.21667,"73.4243","46.1673","710.929"
3.225,"72.8304","45.844","711.935"
3.23333,"72.2344","45.4293","712.964"
3.24167,"71.6387","45.0709","713.948"
3.25,"71.156","44.6892","714.924"
3.25833,"70.5643","44.3137","715.885"
3.26667,"70.0866","43.9937","716.833"
3.275,"69.5666","43.6301","717.711"
3.28333,"69.1344","43.2999","718.6"
3.29167,"68.6348","42.8754","719.374"
3.3,"68.1379","42.5782","720.171"
3.30833,"67.7315","42.1949","720.961"
3.31667,"67.2616","41.8827","721.787"
3.325,"66.8766","41.5117","722.526"
3.33333,"66.4202","41.1926","723.248"
3.34167,"66.0506","40.9111","723.985"
3.35,"65.6448","40.6466","724.681"
3.35833,"65.3278","40.3551","725.361"
3.36667,"64.9761","40.0252","725.98"
3.375,"64.6136","39.7791","726.651"
3.38333,"64.2837","39.4928","727.276"
3.39167,"64.0141","39.2174","727.864"
3.4,"63.6803","38.921","728.494"
3.40833,"63.3919","38.6743","729.111"
3.41667,"63.1009","38.4414","729.779"
3.425,"62.8566","38.237","730.436"
3.43333,"62.6799","38.0211","731.042"
3.44167,"62.4855","37.8107","731.656"
3.45,"62.2386","37.6214","732.324"
3.45833,"62.058","37.4292","732.982"
3.46667,"61.9012","37.2563","733.686"
3.475,"61.7681","37.0634","734.375"
3.48333,"61.6418","36.8799","735.129"
3.49167,"61.5397","36.7361","735.907"
3.5,"61.4042","36.5974","736.707"
3.50833,"61.3374","36.4846","737.518"
3.51667,"61.2611","36.3528","738.294"
3.525,"61.2444","36.2525","739.073"
3.53333,"61.1879","36.1031","739.842"
3.54167,"61.136","36.0131","740.684"
3.55,"61.1278","35.8929","741.517"
3.55833,"61.1293","35.875","742.439"
3.56667,"61.1812","35.7683","743.289"
3.575,"61.2108","35.7148","744.175"
3.58333,"61.2587","35.6372","745.007"
3.59167,"61.2882","35.6159","745.853"
3.6,"61.3622","35.564","746.691"
3.60833,"61.4462","35.5589","747.54"
3.61667,"61.5417","35.5095","748.387"
3.625,"61.6112","35.488","749.224"
3.63333,"61.7049","35.4614","750.119"
3.64167,"61.7751","35.4741","751.019"
3.65,"61.9402","35.53","751.955"
3.65833,"62.0861","35.5917","752.918"
3.66667,"62.2726","35.5973","753.844"
3.675,"62.4301","35.6192","754.769"
3.68333,"62.5954","35.6831","755.676"
3.69167,"62.7894","35.7421","756.59"
3.7,"63.0066","35.8309","757.537"
3.70833,"63.2527","35.8748","758.418"
3.71667,"63.4746","35.9671","759.37"
3.725,"63.6854","35.9733","760.274"
3.73333,"63.8769","36.1062","761.203"
3.74167,"64.1821","36.1825","762.083"
3.75,"64.4218","36.3108","762.974"
3.75833,"64.6838","36.3637","763.881"
3.76667,"64.8981","36.4521","764.727"
3.775,"65.1744","36.5725","765.572"
3.78333,"65.4177","36.7002","766.407"
3.79167,"65.7183","36.8446","767.242"
3.8,"65.956","36.9251","768.025"
3.80833,"66.2151","37.0206","768.784"
3.81667,"66.4475","37.1421","769.535"
3.825,"66.7226","37.2822","770.31"
3.83333,"67.0503","37.4054","771.092"
3.84167,"67.3258","37.5134","771.84"
3.85,"67.5946","37.6855","772.601"
3.85833,"67.8447","37.8449","773.334"
3.86667,"68.1117","38.0242","774.035"
3.875,"68.3869","38.1311","774.664"
3.88333,"68.6609","38.2967","775.324"
3.89167,"68.9458","38.4182","775.942"
3.9,"69.18","38.587","776.544"
3.90833,"69.4772","38.6702","777.177"
3.91667,"69.6967","38.7817","777.75"
3.925,"69.9505","38.9353","778.361"
3.93333,"70.1868","39.0523","778.875"
3.94167,"70.4426","39.2491","779.489"
3.95,"70.6952","39.3664","779.976"
3.95833,"70.9057","39.5608","780.421"
3.96667,"71.165","39.678","780.816"
3.975,"71.3432","39.8498","781.19"
3.98333,"71.6253","39.947","781.512"
3.99167,"71.7621","40.0358","781.865"
4,"71.9222","40.1759","782.242"
4.00833,"72.0959","40.304","782.564"
4.01667,"72.298","40.4352","782.863"
4.025,"72.4512","40.5404","783.089"
4.03333,"72.5875","40.6725","783.268"
4.04167,"72.7566","40.7899","783.448"
4.05,"72.8673","40.8947","783.64"
4.05833,"72.9809","40.99","783.826"
4.06667,"73.0403","41.0436","783.986"
4.075,"73.1234","41.1619","784.153"
4.08333,"73.2193","41.1911","784.3"
4.09167,"73.2574","41.2509","784.49"
4.1,"73.295","41.2896","784.637"
4.10833,"73.3027","41.4114","784.784"
4.11667,"73.3611","41.4241","784.913"
4.125,"73.3947","41.4867","784.993"
4.13333,"73.4311","41.4622","785.058"
4.14167,"73.3821","41.4926","785.136"
4.15,"73.3918","41.5009","785.219"
4.15833,"73.3704","41.5545","785.327"
4.16667,"73.3824","41.5327","785.397"
4.175,"73.3002","41.5971","785.479"
4.18333,"73.2732","41.601","785.557"
4.19167,"73.2104","41.6119","785.634"
4.2,"73.1512","41.5589","785.692"
4.20833,"73.0157","41.5283","785.772"
4.21667,"72.9017","41.4872","785.878"
4.225,"72.7875","41.4465","785.972"
4.23333,"72.6827","41.421","786.111"
4.24167,"72.5583","41.3449","786.21"
4.25,"72.378","41.2913","786.35"
4.25833,"72.2212","41.2639","786.499"
4.26667,"72.0758","41.2276","786.733"
4.275,"71.9821","41.1987","787.001"
4.28333,"71.8461","41.1032","787.267"
4.29167,"71.688","41.0422","787.538"
4.3,"71.5015","40.9103","787.801"
4.30833,"71.329","40.8429","788.086"
4.31667,"71.1892","40.716","788.268"
4.325,"71.038","40.6354","788.539"
4.33333,"70.846","40.5027","788.765"
4.34167,"70.6488","40.4265","789.039"
4.35,"70.4121","40.3207","789.339"
4.35833,"70.2456","40.1709","789.643"
4.36667,"70.0323","40.0634","789.954"
4.375,"69.8618","39.9572","790.283"
4.38333,"69.6051","39.8708","790.694"
4.39167,"69.4317","39.7746","791.067"
4.4,"69.2154","39.6837","791.426"
4.40833,"69.0364","39.5637","791.798"
4.41667,"68.8541","39.4592","792.152"
4.425,"68.6782","39.3627","792.533"
4.43333,"68.4928","39.229","792.959"
4.44167,"68.2911","39.0952","793.46"
4.45,"68.1278","39.0023","793.921"
4.45833,"67.9362","38.9048","794.436"
4.46667,"67.7643","38.8676","794.996"
4.475,"67.5811","38.7351","795.489"
4.48333,"67.4192","38.649","795.981"
4.49167,"67.232","38.5016","796.422"
4.5,"67.0625","38.4496","796.903"
4.50833,"66.9236","38.3344","797.301"
4.51667,"66.7638","38.2337","797.811"
4.525,"66.6107","38.0925","798.254"
4.53333,"66.4465","38.0417","798.781"
4.54167,"66.3129","37.9697","799.35"
4.55,"66.2144","37.9215","799.883"
4.55833,"66.1047","37.8518","800.386"
4.56667,"66.0201","37.7885","800.89"
4.575,"65.8697","37.7596","801.402"
4.58333,"65.838","37.7217","801.869"
4.59167,"65.7452","37.6689","802.383"
4.6,"65.7047","37.5808","802.898"
4.60833,"65.6177","37.5414","803.425"
4.61667,"65.578","37.4993","803.996"
4.625,"65.4957","37.4559","804.615"
4.63333,"65.4945","37.4159","805.183"
4.64167,"65.4363","37.3512","805.75"
4.65,"65.3755","37.3494","806.353"
4.65833,"65.3626","37.327","806.898"
4.66667,"65.3674","37.3779","807.503"
4.675,"65.4153","37.3199","808.046"
4.68333,"65.4158","37.3524","808.613"
4.69167,"65.447","37.3078","809.121"
4.7,"65.4641","37.3424","809.666"
4.70833,"65.5383","37.2926","810.146"
4.71667,"65.5562","37.287","810.639"
4.725,"65.6127","37.2379","811.097"
4.73333,"65.6415","37.2938","811.569"
4.74167,"65.7305","37.3142","812.011"
4.75,"65.731","37.3364","812.454"
4.75833,"65.8055","37.3836","812.85"
4.76667,"65.8531","37.4525","813.288"
4.775,"65.9523","37.4972","813.707"
4.78333,"66.0095","37.5243","814.131"
4.79167,"66.0931","37.5428","814.476"
4.8,"66.1485","37.5955","814.866"
4.80833,"66.2478","37.627","815.201"
4.81667,"66.3689","37.6379","815.548"
4.825,"66.4237","37.6735","815.801"
4.83333,"66.5519","37.7677","816.117"
4.84167,"66.6469","37.8117","816.372"
4.85,"66.806","37.9306","816.656"
4.85833,"66.9466","37.9437","816.875"
4.86667,"67.0354","38.0577","817.105"
4.875,"67.1972","38.1292","817.314"
4.88333,"67.2934","38.1779","817.496"
4.89167,"67.4604","38.2259","817.615"
4.9,"67.5448","38.2898","817.7"
4.90833,"67.706","38.3798","817.801"
4.91667,"67.8243","38.4151","817.863"
4.925,"67.9446","38.4997","817.889"
4.93333,"68.0688","38.549","817.892"
4.94167,"68.1791","38.6383","817.907"
4.95,"68.3363","38.7226","817.862"
4.95833,"68.4353","38.7513","817.834"
4.96667,"68.5413","38.8159","817.778"
4.975,"68.6675","38.9117","817.738"
4.98333,"68.7874","39.0093","817.643"
4.99167,"68.9549","39.0591","817.571"
5,"69.0397","39.1127","817.415"
5.00833,"69.1315","39.2003","817.33"
5.01667,"69.2014","39.2104","817.182"
5.025,"69.3086","39.2739","817.046"
5.03333,"69.4191","39.2409","816.844"
5.04167,"69.4873","39.2926","816.655"
5.05,"69.5716","39.3195","816.451"
5.05833,"69.6424","39.4101","816.278"
5.06667,"69.7616","39.4327","816.118"
5.075,"69.8033","39.4727","815.932"
5.08333,"69.8956","39.4963","815.745"
5.09167,"69.8898","39.5386","815.602"
5.1,"69.9961","39.5684","815.38"
5.10833,"70.0654","39.6029","815.197"
5.11667,"70.1378","39.6161","814.96"
5.125,"70.1534","39.6253","814.754"
5.13333,"70.2227","39.6599","814.495"
5.14167,"70.2602","39.6935","814.32"
5.15,"70.2712","39.6955","814.116"
5.15833,"70.3262","39.6705","813.916"
5.16667,"70.3104","39.6608","813.7"
5.175,"70.3366","39.6813","813.584"
5.18333,"70.3122","39.6866","813.398"
5.19167,"70.3622","39.7281","813.253"
5.2,"70.366","39.6749","813.01"
5.20833,"70.4033","39.673","812.832"
5.21667,"70.3796","39.639","812.595"
5.225,"70.3742","39.6562","812.41"
5.23333,"70.3519","39.6279","812.222"
5.24167,"70.3445","39.6427","812.058"
5.25,"70.3569","39.6079","811.855"
5.25833,"70.3324","39.6318","811.69"
5.26667,"70.3204","39.6288","811.516"
5.275,"70.2895","39.6508","811.373"
5.28333,"70.318","39.6575","811.21"
5.29167,"70.2977","39.6161","811.035"
5.3,"70.3086","39.5958","810.865"
5.30833,"70.2526","39.5658","810.702"
5.31667,"70.2159","39.5647","810.601"
5.325,"70.1657","39.5142","810.466"
5.33333,"70.1585","39.5367","810.401"
5.34167,"70.1283","39.4961","810.346"
5.35,"70.0959","39.5171","810.325"
5.35833,"70.0316","39.4842","810.233"
5.36667,"69.99","39.5439","810.208"
5.375,"69.9649","39.4734","810.122"
5.38333,"69.943","39.4808","810.052"
5.39167,"69.9235","39.4025","809.938"
5.4,"69.8637","39.4223","809.858"
5.40833,"69.8344","39.3713","809.783"
5.41667,"69.7876","39.4079","809.706"
5.425,"69.7788","39.377","809.618"
5.43333,"69.6912","39.3665","809.547"
5.44167,"69.6585","39.3322","809.459"
5.45,"69.5562","39.3651","809.406"
5.45833,"69.5299","39.3811","809.355"
5.46667,"69.4547","39.399","809.299"
5.475,"69.4294","39.4084","809.256"
5.48333,"69.3294","39.3986","809.213"
5.49167,"69.2591","39.4218","809.198"
5.5,"69.1657","39.4061","809.174"
5.50833,"69.1175","39.4141","809.159"
5.51667,"69.0667","39.3755","809.152"
5.525,"69.0159","39.386","809.152"
5.53333,"68.9265","39.3589","809.133"
5.54167,"68.811","39.4494","809.154"
5.55,"68.7905","39.4303","809.178"
5.55833,"68.7381","39.4678","809.195"
5.56667,"68.7107","39.4356","809.185"
5.575,"68.6118","39.4625","809.187"
5.58333,"68.5478","39.4699","809.194"
5.59167,"68.457","39.5203","809.19"
5.6,"68.4384","39.53","809.175"
