Time,TX,TY,TZ
0,"11.685","22.8151","11.7079"
0.00833333,"11.7088","22.8352","11.7098"
0.0166667,"11.7199","22.8448","11.7395"
0.025,"11.7139","22.8458","11.7056"
0.0333333,"11.7074","22.8307","11.6802"
0.0416667,"11.6889","22.8269","11.6705"
0.05,"11.6955","22.8228","11.6497"
0.0583333,"11.7179","22.8368","11.6672"
0.0666667,"11.7182","22.8474","11.7136"
0.075,"11.6998","22.854","11.7474"
0.0833333,"11.701","22.8529","11.7374"
0.0916667,"11.6785","22.834","11.7004"
0.1,"11.669","22.8195","11.6866"
0.108333,"11.674","22.8069","11.6639"
0.116667,"11.6981","22.8123","11.6571"
0.125,"11.7026","22.8062","11.6523"
0.133333,"11.6956","22.7963","11.6597"
0.141667,"11.7138","22.8218","11.6872"
0.15,"11.7013","22.8179","11.6885"
0.158333,"11.7145","22.8453","11.7289"
0.166667,"11.6967","22.8625","11.7451"
0.175,"11.7026","22.8741","11.7619"
0.183333,"11.7003","22.8836","11.7482"
0.191667,"11.726","22.8741","11.7295"
0.2,"11.7299","22.8475","11.7039"
0.208333,"11.705","22.816","11.6655"
0.216667,"11.6948","22.8103","11.6521"
0.225,"11.6976","22.7935","11.6525"
0.233333,"11.667","22.7993","11.6623"
0.241667,"11.6801","22.8038","11.6825"
0.25,"11.6757","22.8234","11.6931"
0.258333,"11.6572","22.8169","11.7044"
0.266667,"11.6761","22.8395","11.695"
0.275,"11.6919","22.8468","11.687"
0.283333,"11.7187","22.8569","11.7145"
0.291667,"11.731","22.8785","11.7345"
0.3,"11.7467","22.8738","11.7485"
0.308333,"11.7391","22.85","11.7226"
0.316667,"11.7217","22.8201","11.7141"
0.325,"11.6869","22.8078","11.694"
0.333333,"11.698","22.8189","11.6733"
0.341667,"11.7039","22.8283","11.6803"
0.35,"11.7123","22.8357","11.6883"
0.358333,"11.6876","22.8209","11.68"
0.366667,"11.694","22.8199","11.6409"
0.375,"11.718","22.8323","11.6423"
0.383333,"11.6799","22.8238","11.6643"
0.391667,"11.694","22.8165","11.6964"
0.4,"11.6991","22.8527","11.7202"
0.408333,"11.6786","22.8463","11.7438"
0.416667,"11.6797","22.8489","11.7481"
0.425,"11.6792","22.8623","11.7294"
