Time,"Position - cf13",,
0.658333,"17.3605","25.3464","14.7209"
0.666667,"17.4013","25.3815","14.7335"
0.675,"17.4685","25.3504","14.7533"
0.683333,"17.4639","25.3213","14.7595"
0.691667,"17.4645","25.3617","14.7527"
0.7,"17.4209","25.3487","14.7593"
0.708333,"17.4015","25.2934","14.7439"
0.716667,"17.3531","25.2692","14.6961"
0.725,"17.3692","25.2714","14.7396"
0.733333,"17.3164","25.2716","14.7561"
0.741667,"17.3359","25.2678","14.74"
0.75,"17.4327","25.3844","14.7711"
0.758333,"17.4542","25.4033","14.752"
0.766667,"17.4987","25.3644","14.7767"
0.775,"17.5016","25.3795","14.7941"
0.783333,"17.4263","25.3388","14.7514"
0.791667,"17.4217","25.3286","14.7837"
0.8,"17.4296","25.3366","14.7944"
0.808333,"17.391","25.3331","14.7754"
0.816667,"17.472","25.3263","14.8225"
0.825,"17.4213","25.3131","14.7478"
0.833333,"17.4624","25.3409","14.7397"
0.841667,"17.4586","25.4296","14.7247"
0.85,"17.3805","25.2799","14.7603"
0.858333,"17.4054","25.3135","14.8103"
0.866667,"17.4376","25.3216","14.8388"
0.875,"17.3463","25.2851","14.8216"
0.883333,"17.3295","25.305","14.821"
0.891667,"17.4209","25.319","14.8345"
0.9,"17.4011","25.3432","14.8232"
0.908333,"17.3948","25.3099","14.7959"
0.916667,"17.3341","25.2803","14.757"
0.925,"17.4273","25.3023","14.7647"
0.933333,"17.4383","25.2583","14.7647"
0.941667,"17.5011","25.3257","14.8365"
0.95,"17.4884","25.2292","14.8406"
0.958333,"17.4609","25.2576","14.8269"
0.966667,"17.5081","25.349","14.9167"
0.975,"17.4549","25.3715","14.8613"
0.983333,"17.4454","25.3592","14.8303"
0.991667,"17.4465","25.3746","14.8095"
1,"17.5042","25.4245","14.8428"
1.00833,"17.5737","25.4544","14.8435"
1.01667,"17.551","25.4824","14.8725"
1.025,"17.4491","25.4226","14.8172"
1.03333,"17.5555","25.5384","14.9116"
1.04167,"17.5483","25.6092","14.9499"
1.05,"17.4525","25.6179","14.9465"
1.05833,"17.3793","25.6548","14.8702"
1.06667,"17.3636","25.7768","14.8818"
1.075,"17.3146","25.8911","14.9247"
1.08333,"17.2982","25.9789","14.8471"
1.09167,"17.1806","26.0349","14.7909"
1.1,"17.0842","26.1209","14.843"
1.10833,"16.9654","26.253","14.8868"
1.11667,"16.8725","26.398","14.9581"
1.125,"16.7812","26.5079","14.9784"
1.13333,"16.7332","26.6062","15.0027"
1.14167,"16.667","26.6955","15.0049"
1.15,"16.6519","26.801","14.8958"
1.15833,"16.6498","26.9028","15.0122"
1.16667,"16.652","26.9697","15.0158"
1.175,"16.6915","27.0412","15.0047"
1.18333,"16.7","27.0582","14.925"
1.19167,"16.6225","26.9665","14.8958"
1.2,"16.6383","26.9795","14.9173"
1.20833,"16.6065","26.9056","15.0568"
1.21667,"16.5656","26.8614","15.1804"
1.225,"16.5846","26.8437","15.181"
1.23333,"16.5693","26.7208","15.0928"
1.24167,"16.5525","26.6291","14.8904"
1.25,"16.5524","26.6275","14.8728"
1.25833,"16.4737","26.5104","14.9178"
1.26667,"16.3849","26.5047","14.9926"
1.275,"16.2986","26.4867","14.9918"
1.28333,"16.2983","26.4766","15.0464"
1.29167,"16.2555","26.4296","15.1228"
1.3,"16.3052","26.4008","15.1185"
1.30833,"16.2703","26.42","15.141"
1.31667,"16.3573","26.4338","15.1683"
1.325,"16.3805","26.4212","15.0868"
1.33333,"16.4783","26.3809","15.0238"
1.34167,"16.6047","26.443","15.1754"
1.35,"16.6617","26.3921","15.2862"
1.35833,"16.6919","26.3925","15.3632"
1.36667,"16.7883","26.5025","15.4491"
1.375,"16.9723","26.5059","15.5248"
1.38333,"17.0646","26.5315","15.5203"
1.39167,"17.2266","26.5208","15.4735"
1.4,"17.3542","26.5171","15.3382"
1.40833,"17.4839","26.4798","15.1206"
1.41667,"17.5795","26.3504","14.91"
1.425,"17.7901","26.2883","14.9389"
1.43333,"17.8971","26.1648","14.9479"
1.44167,"18.0006","26.0315","14.9864"
1.45,"18.2043","26.094","15.1174"
1.45833,"18.3671","26.0453","15.2205"
1.46667,"18.5203","26.057","15.4026"
1.475,"18.6994","26.0631","15.5501"
1.48333,"18.8322","26.0182","15.6639"
1.49167,"19.0223","25.9685","15.8504"
1.5,"19.2464","25.9925","15.9724"
1.50833,"19.5182","26.0153","16.1072"
1.51667,"19.6618","25.8976","16.1852"
1.525,"19.9133","25.8671","16.3475"
1.53333,"20.0624","25.7529","16.4321"
1.54167,"20.2993","25.5962","16.5956"
1.55,"20.4642","25.4523","16.763"
1.55833,"20.6311","25.2744","16.9331"
1.56667,"20.7658","25.0674","17.2015"
1.575,"21.1006","24.9048","17.5923"
1.58333,"21.372","24.7837","18.0331"
1.59167,"21.4957","24.492","18.6271"
1.6,"21.8471","24.3192","19.3722"
1.60833,"22.0327","24.0966","20.2007"
1.61667,"22.2438","23.7846","21.2123"
1.625,"22.5462","23.5857","22.3531"
1.63333,"22.7071","23.2086","23.6026"
1.64167,"22.8962","23.0201","25.0187"
1.65,"23.1256","22.7745","26.55"
1.65833,"23.427","22.4945","28.17"
1.66667,"23.6408","22.1633","29.9099"
1.675,"23.7744","21.857","31.7629"
1.68333,"23.9141","21.4885","33.754"
1.69167,"24.0681","21.0732","35.8871"
1.7,"24.2557","20.6653","38.101"
1.70833,"24.4176","20.28","40.4773"
1.71667,"24.4933","19.7539","43.0166"
1.725,"24.5116","19.2421","45.6744"
1.73333,"24.6855","18.9427","48.5518"
1.74167,"24.6927","18.4694","51.4572"
1.75,"24.9543","18.124","54.5818"
1.75833,"25.1521","17.6757","57.8044"
1.76667,"25.312","17.2679","61.1899"
1.775,"25.4467","16.7576","64.7118"
1.78333,"25.6101","16.3525","68.4276"
1.79167,"25.8068","15.8989","72.2693"
1.8,"26.1421","15.563","76.3254"
1.80833,"26.2463","15.0056","80.4218"
1.81667,"26.4974","14.5201","84.6826"
1.825,"26.979","14.3109","89.1914"
1.83333,"27.2396","13.9209","93.6664"
1.84167,"27.6377","13.5049","98.2565"
1.85,"28.1068","13.1918","103.04"
1.85833,"28.4099","12.7161","107.809"
1.86667,"28.9842","12.4582","112.783"
1.875,"29.5466","11.9654","117.777"
1.88333,"30.083","11.7507","122.963"
1.89167,"30.6937","11.439","128.18"
1.9,"31.2755","11.03","133.446"
1.90833,"32.112","10.901","138.942"
1.91667,"32.7708","10.6134","144.415"
1.925,"33.412","10.4157","149.955"
1.93333,"34.2657","10.2744","155.583"
1.94167,"35.153","10.1173","161.271"
1.95,"35.9943","9.99139","167.004"
1.95833,"36.817","9.78198","172.721"
1.96667,"37.85","9.72113","178.606"
1.975,"38.7707","9.66937","184.434"
1.98333,"39.7984","9.52681","190.279"
1.99167,"40.8309","9.48623","196.183"
2,"41.967","9.51664","202.137"
2.00833,"43.1981","9.51642","208.122"
2.01667,"44.2633","9.51663","214.086"
2.025,"45.4204","9.54927","220.117"
2.03333,"46.7084","9.61904","226.205"
2.04167,"47.8973","9.81193","232.252"
2.05,"49.1843","9.89538","238.285"
2.05833,"50.4867","10.1113","244.426"
2.06667,"51.8245","10.2555","250.575"
2.075,"53.1678","10.3541","256.717"
2.08333,"54.56","10.5871","262.898"
2.09167,"55.8852","10.6937","269.047"
2.1,"57.2363","10.9802","275.302"
2.10833,"58.645","11.2817","281.528"
2.11667,"60.0447","11.4532","287.715"
2.125,"61.4736","11.8363","293.993"
2.13333,"63.0123","12.1775","300.233"
2.14167,"64.4136","12.3964","306.468"
2.15,"65.8995","12.7253","312.761"
2.15833,"67.3412","12.9448","319.064"
2.16667,"68.6161","13.1039","325.361"
2.175,"70.1497","13.5854","331.799"
2.18333,"71.5927","13.8953","338.163"
2.19167,"72.9225","14.1343","344.474"
2.2,"74.4415","14.5736","350.799"
2.20833,"75.9309","14.854","357.091"
2.21667,"77.184","15.0287","363.278"
2.225,"78.6114","15.3988","369.559"
2.23333,"79.8797","15.7125","375.829"
2.24167,"81.2281","16.031","382.075"
2.25,"82.5156","16.2358","388.313"
2.25833,"83.827","16.6041","394.598"
2.26667,"85.1289","16.923","400.849"
2.275,"86.261","17.3052","407.096"
2.28333,"87.5111","17.6778","413.374"
2.29167,"88.7087","18.0364","419.557"
2.3,"89.9723","18.4375","425.749"
2.30833,"91.047","18.7467","431.917"
2.31667,"92.229","19.1925","438.081"
2.325,"93.316","19.5773","444.205"
2.33333,"94.3413","19.7933","450.275"
2.34167,"95.4261","20.2825","456.353"
2.35,"96.4846","20.755","462.345"
2.35833,"97.4825","21.2002","468.285"
2.36667,"98.474","21.6322","474.171"
2.375,"99.4179","22.1087","479.985"
2.38333,"100.296","22.5304","485.67"
2.39167,"101.244","23.0943","491.43"
2.4,"102.126","23.5322","497.032"
2.40833,"102.972","24.0255","502.623"
2.41667,"103.813","24.5072","508.094"
2.425,"104.518","24.9373","513.456"
2.43333,"105.333","25.4586","518.807"
2.44167,"106.04","25.9276","523.975"
2.45,"106.797","26.603","529.152"
2.45833,"107.522","27.1629","534.199"
2.46667,"108.175","27.6774","539.09"
2.475,"108.788","28.2705","543.973"
2.48333,"109.417","28.8535","548.727"
2.49167,"109.995","29.3601","553.356"
2.5,"110.489","29.9272","557.908"
2.50833,"110.97","30.4684","562.362"
2.51667,"111.43","31.0302","566.673"
2.525,"111.861","31.5927","570.814"
2.53333,"112.174","32.0333","574.869"
2.54167,"112.57","32.6523","578.809"
2.55,"112.91","33.2081","582.6"
2.55833,"113.251","33.7831","586.372"
2.56667,"113.479","34.3189","590.017"
2.575,"113.607","34.7531","593.499"
2.58333,"113.861","35.3602","596.96"
2.59167,"113.988","35.8826","600.335"
2.6,"114.083","36.3929","603.56"
2.60833,"114.208","36.9895","606.729"
2.61667,"114.294","37.5634","609.819"
2.625,"114.327","38.0953","612.768"
2.63333,"114.317","38.6126","615.61"
2.64167,"114.243","39.1222","618.376"
2.65,"114.164","39.5775","621.026"
2.65833,"113.988","39.9588","623.554"
2.66667,"113.888","40.5465","626.112"
2.675,"113.587","40.8733","628.5"
2.68333,"113.462","41.4585","630.878"
2.69167,"113.169","41.8667","633.131"
2.7,"112.91","42.408","635.346"
2.70833,"112.62","42.8983","637.504"
2.71667,"112.229","43.2158","639.498"
2.725,"111.888","43.7427","641.487"
2.73333,"111.49","44.2161","643.441"
2.74167,"111.099","44.5544","645.245"
2.75,"110.468","44.7645","646.947"
2.75833,"109.96","45.1724","648.668"
2.76667,"109.509","45.5925","650.337"
2.775,"108.875","45.8932","651.923"
2.78333,"108.297","46.2528","653.514"
2.79167,"107.65","46.5473","655.085"
2.8,"107.036","46.8502","656.564"
2.80833,"106.32","47.0829","658.026"
2.81667,"105.568","47.3069","659.404"
2.825,"104.821","47.549","660.795"
2.83333,"104.121","47.7457","662.14"
2.84167,"103.308","47.9048","663.464"
2.85,"102.472","48.038","664.754"
2.85833,"101.629","48.2351","666.065"
2.86667,"100.834","48.3288","667.346"
2.875,"99.9619","48.3812","668.568"
2.88333,"99.0537","48.4806","669.836"
2.89167,"98.1573","48.6132","671.077"
2.9,"97.3164","48.7481","672.361"
2.90833,"96.4046","48.8133","673.534"
2.91667,"95.522","48.863","674.733"
2.925,"94.5764","48.8735","675.839"
2.93333,"93.6435","48.9097","677.004"
2.94167,"92.7213","48.876","678.071"
2.95,"91.762","48.8427","679.146"
2.95833,"90.7739","48.772","680.17"
2.96667,"89.8241","48.8304","681.23"
2.975,"88.8793","48.702","682.224"
2.98333,"87.8409","48.5383","683.177"
2.99167,"86.9493","48.5015","684.168"
3,"85.9536","48.4458","685.164"
3.00833,"85.0054","48.2969","686.125"
3.01667,"84.0468","48.1872","687.072"
3.025,"83.2636","48.1732","688.073"
3.03333,"82.2547","48.0256","689.007"
3.04167,"81.365","47.9379","689.94"
3.05,"80.4458","47.8342","690.891"
3.05833,"79.6249","47.6226","691.766"
3.06667,"78.7027","47.359","692.605"
3.075,"77.9518","47.3062","693.533"
3.08333,"77.0588","47.1325","694.44"
3.09167,"76.2324","46.883","695.337"
3.1,"75.4911","46.8153","696.241"
3.10833,"74.7728","46.6176","697.197"
3.11667,"73.963","46.3281","698.072"
3.125,"73.3176","46.2802","699.075"
3.13333,"72.6027","46.1439","700.013"
3.14167,"71.984","45.9792","700.965"
3.15,"71.2589","45.623","701.758"
3.15833,"70.7325","45.5234","702.677"
3.16667,"70.0953","45.2002","703.48"
3.175,"69.5503","45.0755","704.404"
3.18333,"69.0013","44.8418","705.266"
3.19167,"68.3757","44.5239","706.14"
3.2,"68.0351","44.4278","707.084"
3.20833,"67.5823","44.2525","707.995"
3.21667,"67.1986","44.0357","708.881"
3.225,"66.7396","43.8539","709.748"
3.23333,"66.3126","43.524","710.588"
3.24167,"65.8862","43.2529","711.414"
3.25,"65.6725","43.1757","712.338"
3.25833,"65.3818","42.9275","713.142"
3.26667,"65.177","42.7246","714.004"
3.275,"64.8976","42.4466","714.795"
3.28333,"64.6751","42.305","715.689"
3.29167,"64.4657","41.9623","716.49"
3.3,"64.2779","41.787","717.4"
3.30833,"64.1949","41.4953","718.235"
3.31667,"64.1422","41.3992","719.137"
3.325,"64.1121","41.1567","719.993"
3.33333,"64.0067","40.9308","720.801"
3.34167,"64.0786","40.8698","721.687"
3.35,"63.9869","40.5516","722.44"
3.35833,"64.1434","40.516","723.33"
3.36667,"64.1982","40.2786","724.122"
3.375,"64.2593","40.055","724.979"
3.38333,"64.3743","39.8497","725.811"
3.39167,"64.4117","39.6607","726.639"
3.4,"64.602","39.576","727.53"
3.40833,"64.7903","39.578","728.376"
3.41667,"65.0542","39.4681","729.2"
3.425,"65.2138","39.2648","729.91"
3.43333,"65.3904","39.1471","730.655"
3.44167,"65.5907","38.9745","731.342"
3.45,"65.7578","38.8542","732.023"
3.45833,"65.9883","38.6519","732.739"
3.46667,"66.1515","38.4262","733.404"
3.475,"66.3614","38.2767","734.102"
3.48333,"66.5693","38.1693","734.755"
3.49167,"66.7506","38.0918","735.444"
3.5,"67.022","37.9732","736.012"
3.50833,"67.2837","37.9961","736.612"
3.51667,"67.4975","37.8258","737.148"
3.525,"67.4733","37.4383","737.55"
3.53333,"67.7602","37.3369","738.093"
3.54167,"67.9609","37.1927","738.627"
3.55,"68.1869","37.0218","739.163"
3.55833,"68.3738","36.9225","739.672"
3.56667,"68.6013","36.8621","740.244"
3.575,"68.7185","36.7604","740.83"
3.58333,"69.0323","36.6999","741.393"
3.59167,"69.1769","36.6137","741.964"
3.6,"69.3834","36.5621","742.547"
3.60833,"69.5783","36.5316","743.126"
3.61667,"69.7984","36.5109","743.754"
3.625,"69.972","36.4799","744.365"
3.63333,"70.2413","36.4578","745.018"
3.64167,"70.3651","36.411","745.678"
3.65,"70.5556","36.3577","746.367"
3.65833,"70.7097","36.3679","747.104"
3.66667,"70.856","36.3668","747.846"
3.675,"70.9781","36.2784","748.577"
3.68333,"71.1407","36.2794","749.358"
3.69167,"71.3503","36.3634","750.165"
3.7,"71.4329","36.3725","751.017"
3.70833,"71.6191","36.4562","751.861"
3.71667,"71.6405","36.3884","752.709"
3.725,"71.8549","36.463","753.556"
3.73333,"71.8426","36.3291","754.379"
3.74167,"71.9766","36.3903","755.25"
3.75,"72.0466","36.4867","756.149"
3.75833,"72.1809","36.6107","757.075"
3.76667,"72.2311","36.6127","757.977"
3.775,"72.3175","36.6756","758.878"
3.78333,"72.3611","36.7105","759.77"
3.79167,"72.2081","36.5427","760.622"
3.8,"72.262","36.5812","761.548"
3.80833,"72.3243","36.7048","762.477"
3.81667,"72.3695","36.7383","763.37"
3.825,"72.3764","36.8527","764.245"
3.83333,"72.3939","36.9338","765.11"
3.84167,"72.4278","37.0918","765.978"
3.85,"72.4667","37.1363","766.878"
3.85833,"72.493","37.2698","767.725"
3.86667,"72.4472","37.3686","768.609"
3.875,"72.4614","37.6029","769.5"
3.88333,"72.4631","37.7366","770.406"
3.89167,"72.4387","37.8974","771.279"
3.9,"72.5014","38.0576","772.153"
3.90833,"72.4443","38.2353","773.04"
3.91667,"72.5163","38.4719","773.924"
3.925,"72.5195","38.707","774.788"
3.93333,"72.5564","38.8732","775.63"
3.94167,"72.499","39.0694","776.47"
3.95,"72.4072","39.1156","777.263"
3.95833,"72.4616","39.4855","778.18"
3.96667,"72.4405","39.6501","779.022"
3.975,"72.4063","39.8782","779.838"
3.98333,"72.3674","40.0663","780.66"
3.99167,"72.2895","40.2413","781.444"
4,"72.2889","40.4761","782.256"
4.00833,"72.3194","40.7818","783.097"
4.01667,"72.3149","40.977","783.858"
4.025,"72.2084","41.1882","784.636"
4.03333,"72.1568","41.3313","785.369"
4.04167,"72.0937","41.5572","786.171"
4.05,"72.1562","41.9035","786.921"
4.05833,"72.0851","42.1617","787.673"
4.06667,"72.0264","42.4168","788.399"
4.075,"71.9904","42.6354","789.119"
4.08333,"71.9492","42.8515","789.78"
4.09167,"71.7141","42.8258","790.355"
4.1,"71.6597","43.0331","790.991"
4.10833,"71.6465","43.2751","791.61"
4.11667,"71.5632","43.4132","792.14"
4.125,"71.4681","43.6553","792.705"
4.13333,"71.4135","43.8504","793.246"
4.14167,"71.3021","44.0971","793.776"
4.15,"71.2538","44.2812","794.264"
4.15833,"71.1241","44.4881","794.708"
4.16667,"71.0688","44.726","795.173"
4.175,"70.9708","44.881","795.546"
4.18333,"70.8808","45.0722","795.916"
4.19167,"70.7521","45.184","796.18"
4.2,"70.6153","45.3812","796.459"
4.20833,"70.5375","45.4992","796.695"
4.21667,"70.3433","45.6368","796.846"
4.225,"70.2207","45.7951","797.019"
4.23333,"70.0461","45.9541","797.186"
4.24167,"69.9636","46.1267","797.353"
4.25,"69.8038","46.2294","797.476"
4.25833,"69.5639","46.2879","797.585"
4.26667,"69.4175","46.372","797.644"
4.275,"69.2331","46.4476","797.685"
4.28333,"69.0437","46.4871","797.676"
4.29167,"68.8254","46.5871","797.676"
4.3,"68.6947","46.6379","797.61"
4.30833,"68.4825","46.7075","797.584"
4.31667,"68.3206","46.7317","797.515"
4.325,"68.0788","46.7958","797.526"
4.33333,"67.9158","46.8612","797.556"
4.34167,"67.6876","46.8808","797.621"
4.35,"67.4799","46.8605","797.659"
4.35833,"67.2298","46.8795","797.679"
4.36667,"67.0168","46.9072","797.705"
4.375,"66.8264","46.9447","797.739"
4.38333,"66.6324","46.9092","797.773"
4.39167,"66.4004","46.8615","797.781"
4.4,"66.0989","46.8234","797.866"
4.40833,"65.8838","46.7809","797.964"
4.41667,"65.6678","46.7374","798.103"
4.425,"65.4773","46.6568","798.276"
4.43333,"65.2356","46.5819","798.469"
4.44167,"65.0269","46.5492","798.679"
4.45,"64.7323","46.4786","798.885"
4.45833,"64.4932","46.3898","799.112"
4.46667,"64.274","46.2681","799.247"
4.475,"64.0499","46.1325","799.46"
4.48333,"63.7838","45.9886","799.653"
4.49167,"63.492","45.8378","799.928"
4.5,"63.2462","45.6855","800.219"
4.50833,"63.0345","45.4882","800.551"
4.51667,"62.8363","45.3727","800.855"
4.525,"62.5439","45.1914","801.176"
4.53333,"62.2788","45.0752","801.524"
4.54167,"62.0766","44.9112","801.828"
4.55,"61.8652","44.7419","802.101"
4.55833,"61.6073","44.4775","802.355"
4.56667,"61.3344","44.2932","802.658"
4.575,"61.1158","44.0564","802.959"
4.58333,"60.9361","43.8562","803.32"
4.59167,"60.6865","43.5903","803.647"
4.6,"60.4425","43.3897","804.027"
4.60833,"60.2035","43.1963","804.372"
4.61667,"60.0318","43.0354","804.755"
4.625,"59.8827","42.8439","805.082"
4.63333,"59.7349","42.6441","805.393"
4.64167,"59.5078","42.4098","805.759"
4.65,"59.3545","42.2015","806.159"
4.65833,"59.1992","42.0154","806.576"
4.66667,"59.1232","41.7958","806.976"
4.675,"58.8961","41.5554","807.384"
4.68333,"58.7289","41.3426","807.793"
4.69167,"58.5846","41.1707","808.179"
4.7,"58.5154","40.9673","808.584"
4.70833,"58.4008","40.7608","808.998"
4.71667,"58.3309","40.5746","809.414"
4.725,"58.1705","40.3871","809.9"
4.73333,"58.1021","40.2299","810.377"
4.74167,"58.0558","40.0504","810.836"
4.75,"58.0059","39.8626","811.343"
4.75833,"57.9293","39.6622","811.781"
4.76667,"57.8455","39.5076","812.263"
4.775,"57.815","39.3614","812.68"
4.78333,"57.8092","39.1716","813.132"
4.79167,"57.7455","38.978","813.545"
4.8,"57.6921","38.8445","814.012"
4.80833,"57.6546","38.7041","814.47"
4.81667,"57.6786","38.5448","814.95"
4.825,"57.6581","38.36","815.298"
4.83333,"57.6105","38.2463","815.681"
4.84167,"57.585","38.0974","816.014"
4.85,"57.5944","38.0005","816.363"
4.85833,"57.5972","37.8266","816.651"
4.86667,"57.5506","37.7026","816.973"
4.875,"57.5615","37.5705","817.278"
4.88333,"57.5587","37.4574","817.537"
4.89167,"57.6224","37.2797","817.75"
4.9,"57.5982","37.1423","817.975"
4.90833,"57.6234","37.0391","818.202"
4.91667,"57.6548","36.9658","818.444"
4.925,"57.6861","36.8571","818.652"
4.93333,"57.6198","36.7601","818.88"
4.94167,"57.6628","36.7077","819.102"
4.95,"57.6655","36.647","819.35"
4.95833,"57.7191","36.5568","819.543"
4.96667,"57.7374","36.4453","819.742"
4.975,"57.7529","36.359","819.885"
4.98333,"57.7942","36.2993","820.045"
4.99167,"57.7931","36.197","820.17"
5,"57.8276","36.0573","820.264"
5.00833,"57.8203","35.9829","820.323"
5.01667,"57.8548","35.9628","820.483"
5.025,"57.8788","35.894","820.565"
5.03333,"57.9215","35.8404","820.666"
5.04167,"57.9164","35.7845","820.692"
5.05,"57.9064","35.7838","820.796"
5.05833,"57.93","35.683","820.83"
5.06667,"57.9215","35.6064","820.832"
5.075,"57.9277","35.5028","820.803"
5.08333,"57.903","35.4588","820.776"
5.09167,"57.9247","35.4156","820.742"
5.1,"57.9246","35.3642","820.709"
5.10833,"57.9566","35.2714","820.643"
5.11667,"57.9138","35.2288","820.619"
5.125,"57.9405","35.2125","820.634"
5.13333,"57.953","35.1768","820.644"
5.14167,"57.9807","35.1271","820.657"
5.15,"57.9302","35.095","820.682"
5.15833,"57.9143","35.0945","820.708"
5.16667,"57.9233","35.0683","820.695"
5.175,"57.9452","35.0305","820.676"
5.18333,"57.9098","34.9413","820.619"
5.19167,"57.8891","34.9127","820.604"
5.2,"57.8622","34.8213","820.567"
5.20833,"57.8665","34.7842","820.591"
5.21667,"57.832","34.6576","820.583"
5.225,"57.8244","34.6136","820.582"
5.23333,"57.7822","34.5398","820.549"
5.24167,"57.7642","34.5768","820.549"
5.25,"57.7925","34.5091","820.508"
5.25833,"57.7255","34.4545","820.463"
5.26667,"57.6844","34.3797","820.405"
5.275,"57.6281","34.3286","820.348"
5.28333,"57.6276","34.2423","820.322"
5.29167,"57.5944","34.1677","820.303"
5.3,"57.5724","34.0734","820.274"
5.30833,"57.4909","34.0207","820.277"
5.31667,"57.4734","33.9994","820.279"
5.325,"57.4945","33.9913","820.256"
5.33333,"57.4751","33.9373","820.265"
5.34167,"57.4427","33.8445","820.229"
5.35,"57.3668","33.7888","820.281"
5.35833,"57.3503","33.7683","820.338"
5.36667,"57.3581","33.707","820.44"
5.375,"57.3085","33.6158","820.505"
5.38333,"57.2444","33.5648","820.573"
5.39167,"57.1774","33.4949","820.557"
5.4,"57.1617","33.4582","820.587"
5.40833,"57.1193","33.3668","820.516"
5.41667,"57.1138","33.3126","820.507"
5.425,"57.0337","33.2376","820.52"
5.43333,"56.9943","33.2326","820.595"
5.44167,"56.9824","33.1707","820.579"
5.45,"56.9445","33.13","820.607"
5.45833,"56.9053","33.073","820.601"
5.46667,"56.8371","33.0662","820.598"
5.475,"56.8196","33.0146","820.555"
5.48333,"56.7951","32.9621","820.512"
5.49167,"56.748","32.8952","820.439"
5.5,"56.6725","32.8664","820.379"
5.50833,"56.6621","32.8401","820.35"
5.51667,"56.6004","32.7942","820.352"
5.525,"56.5949","32.7632","820.35"
5.53333,"56.5221","32.7193","820.38"
5.54167,"56.4834","32.705","820.431"
5.55,"56.4691","32.6956","820.456"
5.55833,"56.472","32.678","820.507"
5.56667,"56.426","32.6204","820.499"
5.575,"56.3964","32.6279","820.51"
5.58333,"56.3415","32.5895","820.505"
5.59167,"56.3248","32.6017","820.529"
5.6,"56.3108","32.4894","820.476"
5.60833,"56.2018","32.408","820.449"
