Time,TX,TY,TZ
0,"14.6887","20.3644","11.6176"
0.00833333,"14.7003","20.3711","11.5997"
0.0166667,"14.6944","20.3863","11.6233"
0.025,"14.7114","20.3921","11.6598"
0.0333333,"14.7111","20.3923","11.6606"
0.0416667,"14.7034","20.3998","11.6582"
0.05,"14.7258","20.4015","11.6784"
0.0583333,"14.7258","20.4123","11.6958"
0.0666667,"14.7278","20.3775","11.6413"
0.075,"14.7221","20.3504","11.6055"
0.0833333,"14.6861","20.3466","11.5906"
0.0916667,"14.6947","20.3346","11.5684"
0.1,"14.7221","20.3487","11.5941"
0.108333,"14.7279","20.3768","11.6146"
0.116667,"14.7247","20.3959","11.6539"
0.125,"14.7254","20.416","11.6863"
0.133333,"14.7245","20.412","11.7041"
0.141667,"14.6954","20.3851","11.7196"
0.15,"14.6916","20.3966","11.6976"
0.158333,"14.7117","20.3968","11.6671"
0.166667,"14.7065","20.3934","11.6231"
0.175,"14.7209","20.3845","11.5942"
0.183333,"14.7349","20.3886","11.5784"
0.191667,"14.7435","20.3845","11.593"
0.2,"14.7413","20.3889","11.6214"
0.208333,"14.7095","20.3804","11.6752"
0.216667,"14.6963","20.3555","11.6962"
0.225,"14.6927","20.3796","11.7082"
0.233333,"14.6947","20.402","11.7047"
0.241667,"14.6941","20.4072","11.6836"
0.25,"14.7251","20.4054","11.6437"
0.258333,"14.73","20.3905","11.5997"
0.266667,"14.7306","20.3855","11.5676"
0.275,"14.7245","20.3615","11.5788"
0.283333,"14.7168","20.3511","11.6135"
0.291667,"14.7002","20.3593","11.6548"
0.3,"14.6935","20.3698","11.695"
0.308333,"14.7038","20.3879","11.7035"
0.316667,"14.7026","20.3793","11.6834"
0.325,"14.7185","20.3979","11.6597"
0.333333,"14.7193","20.4042","11.6182"
0.341667,"14.7537","20.4002","11.6051"
0.35,"14.7414","20.3933","11.6069"
0.358333,"14.7217","20.3731","11.6291"
0.366667,"14.7199","20.3642","11.6258"
0.375,"14.6873","20.3654","11.6393"
0.383333,"14.6785","20.3714","11.6598"
0.391667,"14.7051","20.3788","11.6715"
0.4,"14.704","20.4018","11.6854"
0.408333,"14.708","20.4089","11.6586"
0.416667,"14.7025","20.398","11.6599"
0.425,"14.7074","20.3948","11.641"
0.433333,"14.7097","20.3523","11.6"
0.441667,"14.7256","20.3399","11.5954"
0.45,"14.7103","20.3521","11.6134"
0.458333,"14.709","20.3703","11.63"
0.466667,"14.7288","20.3901","11.6384"
0.475,"14.7226","20.4058","11.6453"
0.483333,"14.7186","20.4137","11.666"
0.491667,"14.705","20.4317","11.6842"
0.5,"14.7046","20.4226","11.7126"
0.508333,"14.7205","20.4142","11.7252"
0.516667,"14.7043","20.3948","11.6898"
0.525,"14.7157","20.3847","11.6265"
0.533333,"14.7273","20.3546","11.5785"
0.541667,"14.7214","20.34","11.5672"
0.55,"14.7166","20.3501","11.5902"
0.558333,"14.714","20.3665","11.6252"
0.566667,"14.6865","20.3904","11.6579"
0.575,"14.6887","20.397","11.6916"
0.583333,"14.7162","20.4045","11.6944"
0.591667,"14.7261","20.3959","11.6738"
0.6,"14.7159","20.3963","11.681"
0.608333,"14.7174","20.3733","11.6746"
0.616667,"14.7363","20.3758","11.6415"
