Time,TX,TY,TZ
0,"12.8138","22.1156","11.6405"
0.00833333,"12.8269","22.1266","11.6478"
0.0166667,"12.8239","22.1104","11.672"
0.025,"12.8143","22.1039","11.6918"
0.0333333,"12.7971","22.0789","11.699"
0.0416667,"12.7911","22.0818","11.678"
0.05,"12.7782","22.0783","11.6621"
0.0583333,"12.772","22.078","11.6603"
0.0666667,"12.7842","22.0648","11.6369"
0.075,"12.8008","22.0851","11.6589"
0.0833333,"12.8109","22.0817","11.6469"
0.0916667,"12.8034","22.0972","11.6594"
0.1,"12.806","22.0926","11.6718"
0.108333,"12.8118","22.0923","11.6933"
0.116667,"12.8081","22.0849","11.7208"
0.125,"12.8034","22.0953","11.7249"
0.133333,"12.8022","22.0906","11.6955"
0.141667,"12.8122","22.1142","11.6765"
0.15,"12.8197","22.1252","11.669"
0.158333,"12.8414","22.1129","11.6474"
0.166667,"12.8329","22.0971","11.6331"
0.175,"12.8177","22.0804","11.6372"
0.183333,"12.7944","22.1048","11.6491"
0.191667,"12.7804","22.0683","11.6701"
0.2,"12.7784","22.0694","11.6786"
0.208333,"12.7777","22.0749","11.7149"
0.216667,"12.7658","22.0842","11.7329"
0.225,"12.7638","22.1143","11.7201"
0.233333,"12.7711","22.0998","11.6828"
0.241667,"12.7956","22.1121","11.6545"
0.25,"12.8157","22.1088","11.6156"
0.258333,"12.8234","22.0997","11.6026"
0.266667,"12.82","22.1035","11.6104"
0.275,"12.7942","22.0857","11.6444"
0.283333,"12.8034","22.0715","11.6868"
0.291667,"12.7888","22.0807","11.6926"
0.3,"12.8101","22.0769","11.6912"
0.308333,"12.7973","22.0844","11.6875"
0.316667,"12.8","22.0849","11.6475"
0.325,"12.8049","22.071","11.6054"
0.333333,"12.7831","22.0736","11.6061"
0.341667,"12.759","22.0625","11.6125"
0.35,"12.7669","22.0638","11.626"
0.358333,"12.7641","22.0734","11.6671"
0.366667,"12.7822","22.0881","11.7125"
0.375,"12.7854","22.0976","11.7285"
0.383333,"12.7875","22.132","11.6934"
0.391667,"12.7877","22.1154","11.6386"
0.4,"12.7972","22.1258","11.6051"
0.408333,"12.8083","22.115","11.6084"
0.416667,"12.806","22.1087","11.6461"
0.425,"12.8043","22.1058","11.6606"
0.433333,"12.8116","22.0878","11.7093"
0.441667,"12.8168","22.0885","11.7264"
0.45,"12.8266","22.0904","11.702"
0.458333,"12.8212","22.0687","11.6709"
0.466667,"12.8036","22.0917","11.6439"
0.475,"12.8037","22.074","11.6371"
0.483333,"12.8218","22.0823","11.6271"
0.491667,"12.809","22.0761","11.6417"
0.5,"12.7793","22.0739","11.6638"
0.508333,"12.7715","22.066","11.6858"
0.516667,"12.7426","22.0596","11.6882"
0.525,"12.7695","22.0677","11.6841"
0.533333,"12.8026","22.0808","11.6706"
0.541667,"12.8201","22.1286","11.6702"
0.55,"12.8441","22.142","11.6615"
0.558333,"12.8393","22.1462","11.6589"
0.566667,"12.8358","22.1372","11.6685"
0.575,"12.8443","22.1219","11.6962"
0.583333,"12.8323","22.1316","11.7163"
0.591667,"12.8146","22.1115","11.7291"
0.6,"12.7909","22.0845","11.7095"
0.608333,"12.7838","22.0707","11.6738"
0.616667,"12.794","22.0705","11.6395"
0.625,"12.8121","22.0776","11.6312"
0.633333,"12.7979","22.1081","11.6752"
0.641667,"12.7978","22.1179","11.677"
0.65,"12.7889","22.1043","11.6661"
0.658333,"12.7894","22.0951","11.6654"
0.666667,"12.7895","22.0788","11.6489"
0.675,"12.7965","22.0575","11.6332"
0.683333,"12.7937","22.0747","11.6332"
0.691667,"12.7843","22.0958","11.6375"
0.7,"12.7865","22.1034","11.7155"
0.708333,"12.8112","22.1254","11.7315"
0.716667,"12.8347","22.1535","11.722"
0.725,"12.8301","22.1332","11.6992"
0.733333,"12.8219","22.1063","11.6823"
0.741667,"12.8072","22.0969","11.6548"
0.75,"12.8033","22.046","11.6576"
0.758333,"12.7959","22.0452","11.6602"
0.766667,"12.7644","22.0404","11.6546"
0.775,"12.7449","22.0628","11.6394"
