State Estimate X,State Estimate Y,State Estimate Z
0.06995055079460144,0.029058851301670074,0.018016904592514038
0.06386259943246841,0.031048640608787537,0.014638417400419712
0.07555364817380905,0.03706197440624237,0.01413325872272253
0.06779097020626068,0.037443455308675766,0.011063503101468086
0.06930030882358551,0.03968176990747452,0.011615355499088764
0.07390104979276657,0.04241430386900902,0.005586577579379082
0.07258755713701248,0.04149485379457474,0.012256412766873837
0.06688547879457474,0.03348638489842415,0.014028118923306465
0.06956052035093307,0.040584005415439606,0.009007577784359455
0.06940637528896332,0.03914998471736908,0.015102229081094265
0.07322779297828674,0.042849618941545486,0.010769832879304886
0.07201097905635834,0.04552379250526428,0.011603073216974735
0.07767540216445923,0.0425051674246788,0.013172416016459465
0.07052366435527802,0.04353553429245949,0.009750312194228172
0.08145421743392944,0.04455127194523811,0.015048260800540447
0.07509969174861908,0.044692374765872955,0.010757162235677242
0.07460736483335495,0.04013743996620178,0.017473513260483742
0.07867781072854996,0.03766568377614021,0.01760997250676155
0.07179843634366989,0.03847049921751022,0.013631111942231655
0.08268680423498154,0.03944609686732292,0.0186964962631464
0.0867232009768486,0.045786622911691666,0.014931519515812397
0.08789130300283432,0.04353586956858635,0.01989016681909561
0.0912899449467659,0.04639628529548645,0.016029158607125282
0.09004513919353485,0.05058589577674866,0.016819540411233902
0.09532514214515686,0.052243672311306,0.01153938565403223
0.08850449323654175,0.04537427797913551,0.01329097244888544
0.0889400839805603,0.04527633264660835,0.013236886821687222
0.082890585064888,0.04204203188419342,0.007933671586215496
0.09262237697839737,0.0458771251142025,0.013452320359647274
0.09307660162448883,0.041053399443626404,0.01940695010125637
0.08756282180547714,0.039109718054533005,0.01632872223854065
0.08752058446407318,0.04298493638634682,0.016191067174077034
0.0962386354804039,0.048865754157304764,0.017203662544488907
0.0959981307387352,0.04473774507641792,0.023458437994122505
0.10072320699691772,0.047315824776887894,0.01921430043876171
0.10321910679340363,0.05309499055147171,0.015055419877171516
0.1038341224193573,0.04860924184322357,0.02063092216849327
0.09468495100736618,0.04516325518488884,0.01512541901320219
0.09353063255548477,0.04462074488401413,0.02187441848218441
0.09866506606340408,0.04505390673875809,0.016599437221884727
0.08973153680562973,0.0376645028591156,0.016574600711464882
0.10073094069957733,0.041289981454610825,0.016847413033246994
0.1017797440290451,0.04673095792531967,0.011898593977093697
0.10294370353221893,0.043816909193992615,0.01756104826927185
0.11156456917524338,0.0495138093829155,0.018844252452254295
0.11064613610506058,0.049284789711236954,0.024935826659202576
0.11412295699119568,0.049273326992988586,0.01907387375831604
0.11261529475450516,0.05315764248371124,0.020696965977549553
0.11257006973028183,0.05599018931388855,0.021187186241149902
0.10544086247682571,0.05195097625255585,0.017077768221497536
0.09669828414916992,0.05222757160663605,0.012600834481418133
0.10654080659151077,0.051512449979782104,0.019698267802596092
0.09867981821298599,0.049247629940509796,0.013804659247398376
0.09887587279081345,0.045563798397779465,0.021077390760183334
0.09939796477556229,0.047421395778656006,0.01701035164296627
0.0977606475353241,0.04996304214000702,0.019081348553299904
0.10085224360227585,0.051328785717487335,0.013957144692540169
0.09191929548978806,0.04904714971780777,0.010248943231999874
0.09968966990709305,0.04854147508740425,0.017751656472682953
0.10701030492782593,0.05311916023492813,0.020576270297169685
0.10654149204492569,0.05539125204086304,0.021845920011401176
0.10817787051200867,0.05610005930066109,0.01669778674840927
0.10566990822553635,0.05350639298558235,0.026607900857925415
0.1142197772860527,0.053115732967853546,0.03523727506399155
0.11355113983154297,0.05502012372016907,0.028934596106410027
0.1130169928073883,0.05016911402344704,0.03723960742354393
0.11065282672643661,0.0526687428355217,0.03216138109564781
0.10871996730566025,0.05503908172249794,0.03556100279092789
0.11673376709222794,0.059936653822660446,0.03802897408604622
0.1149667277932167,0.061420656740665436,0.041698817163705826
0.11575670540332794,0.05489358678460121,0.051945071667432785
0.11364476382732391,0.05638883262872696,0.047106582671403885
0.11396536976099014,0.05651908740401268,0.050073545426130295
0.11358550190925598,0.05589477717876434,0.05403639376163483
0.11161312460899353,0.05714354291558266,0.05853401497006416
0.11093040555715561,0.056736838072538376,0.061992794275283813
0.10108184814453125,0.048856865614652634,0.06613010913133621
0.10099955648183823,0.04396981745958328,0.07546486705541611
0.08992979675531387,0.03942246735095978,0.0737190768122673
0.09026576578617096,0.034037236124277115,0.08326560258865356
0.07839455455541611,0.028568094596266747,0.08006533980369568
0.07809090614318848,0.02882104180753231,0.08422166854143143
0.07627850770950317,0.027840876951813698,0.08950451761484146
0.07471898198127747,0.02391725406050682,0.10071735084056854
0.06947223842144012,0.02040293626487255,0.1016627624630928
0.06581062078475952,0.019325269386172295,0.1040239930152893
0.06502895057201385,0.019439274445176125,0.10873550176620483
0.055053967982530594,0.014105608686804771,0.10793101042509079
0.05209841579198837,0.010363268665969372,0.12187682092189789
0.04377639666199684,0.004850226454436779,0.12039361894130707
0.03368786722421646,-0.00018337293295189738,0.11988300085067749
0.033188704401254654,-0.006011089775711298,0.13219593465328217
0.023326875641942024,-0.010474293492734432,0.13160429894924164
0.021647900342941284,-0.0105744618922472,0.13769136369228363
0.012127348221838474,-0.016398372128605843,0.13720260560512543
0.003079321701079607,-0.026435749605298042,0.14406812191009521
0.0003249321598559618,-0.029527315869927406,0.1499970406293869
-0.008408207446336746,-0.032151103019714355,0.15097452700138092
-0.00962285790592432,-0.031945761293172836,0.15698064863681793
-0.022695740684866905,-0.04018760472536087,0.15810009837150574
-0.025725748389959335,-0.03878384456038475,0.16590294241905212
-0.03297797217965126,-0.04498710483312607,0.16618187725543976
-0.034731313586235046,-0.043734222650527954,0.17293313145637512
-0.038364771753549576,-0.04731334000825882,0.1796530783176422
-0.043557800352573395,-0.05057621747255325,0.18752257525920868
-0.04367699846625328,-0.056762322783470154,0.2013712078332901
-0.05360814183950424,-0.06045176088809967,0.20335745811462402
-0.05374210700392723,-0.05818172171711922,0.21015167236328125
-0.0628039762377739,-0.06447865068912506,0.2121984362602234
-0.06406911462545395,-0.06177753582596779,0.21969488263130188
-0.07118234038352966,-0.06749261915683746,0.2208116054534912
-0.07906058430671692,-0.06909892708063126,0.22099964320659637
-0.07781809568405151,-0.06676611304283142,0.22805148363113403
-0.07997985184192657,-0.06917820125818253,0.23365087807178497
-0.08048048615455627,-0.06601561605930328,0.2411537617444992
-0.08397078514099121,-0.06914175301790237,0.2442178726196289
-0.08409184217453003,-0.0637204647064209,0.24960678815841675
-0.08677686750888824,-0.06623286753892899,0.2512134611606598
-0.09307932108640671,-0.06706003099679947,0.25270795822143555
