Frame,Sub Frame,"Position - cf14",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
1,0,"13.8308","24.1257","11.6475"
2,0,"13.8208","24.1538","11.7091"
3,0,"13.8325","24.1662","11.728"
4,0,"13.8363","24.1805","11.7259"
5,0,"13.814","24.1785","11.7031"
6,0,"13.848","24.1481","11.6583"
7,0,"13.8406","24.1725","11.6632"
8,0,"13.8543","24.1525","11.6644"
9,0,"13.839","24.1794","11.6685"
10,0,"13.8392","24.1596","11.6554"
11,0,"13.8286","24.1835","11.6706"
12,0,"13.833","24.1841","11.6728"
13,0,"13.8502","24.1781","11.6725"
14,0,"13.8575","24.1911","11.6846"
15,0,"13.8426","24.2021","11.7181"
16,0,"13.8501","24.1999","11.7218"
17,0,"13.866","24.1871","11.7052"
18,0,"13.8329","24.1782","11.6969"
19,0,"13.8263","24.1423","11.6664"
20,0,"13.838","24.1321","11.6486"
21,0,"13.8498","24.1654","11.6319"
22,0,"13.8454","24.1515","11.6429"
23,0,"13.8643","24.1856","11.6694"
24,0,"13.8479","24.1734","11.6803"
25,0,"13.8469","24.1631","11.6784"
26,0,"13.8422","24.1469","11.6905"
27,0,"13.8116","24.164","11.7074"
28,0,"13.8373","24.1609","11.7161"
29,0,"13.8331","24.1709","11.6913"
30,0,"13.8527","24.1727","11.6742"
31,0,"13.8466","24.1579","11.6347"
32,0,"13.8716","24.1657","11.6018"
33,0,"13.8547","24.1604","11.6222"
34,0,"13.8367","24.1425","11.6349"
35,0,"13.8359","24.1587","11.6898"
36,0,"13.8282","24.1415","11.6861"
37,0,"13.8311","24.1526","11.7007"
38,0,"13.8116","24.1662","11.7065"
39,0,"13.8067","24.1718","11.6826"
40,0,"13.8118","24.1665","11.6791"
41,0,"13.8371","24.1623","11.6627"
42,0,"13.8546","24.1425","11.6279"
43,0,"13.8446","24.1353","11.5994"
44,0,"13.8455","24.1508","11.6218"
45,0,"13.834","24.1573","11.659"
46,0,"13.8199","24.1659","11.685"
47,0,"13.823","24.1777","11.7018"
48,0,"13.8314","24.1666","11.7059"
49,0,"13.8356","24.1806","11.676"
50,0,"13.8331","24.1802","11.6551"
51,0,"13.844","24.1625","11.6311"
52,0,"13.8537","24.1811","11.6487"
53,0,"13.8762","24.1862","11.6764"
54,0,"13.8608","24.1755","11.6885"
55,0,"13.8587","24.195","11.6991"
56,0,"13.837","24.1725","11.6981"
57,0,"13.8103","24.1356","11.6974"
58,0,"13.8284","24.103","11.6677"
59,0,"13.8076","24.0955","11.6456"
60,0,"13.8257","24.1366","11.6323"
61,0,"13.8264","24.1518","11.6053"
62,0,"13.8465","24.168","11.6102"
63,0,"13.8676","24.1738","11.6359"
64,0,"13.8759","24.1796","11.6826"
65,0,"13.87","24.1926","11.7179"
66,0,"13.8457","24.1955","11.7224"
67,0,"13.8487","24.1992","11.7254"
68,0,"13.8332","24.1841","11.7244"
69,0,"13.8344","24.1773","11.6855"
70,0,"13.8422","24.1553","11.6539"
71,0,"13.8393","24.1258","11.6165"
72,0,"13.8586","24.1189","11.5956"
73,0,"13.8371","24.1279","11.6226"
74,0,"13.8444","24.1158","11.627"
75,0,"13.8406","24.1336","11.6455"
76,0,"13.8284","24.144","11.6526"
77,0,"13.8231","24.1609","11.6764"
78,0,"13.8523","24.1896","11.7029"
79,0,"13.853","24.2","11.6845"
80,0,"13.8356","24.1539","11.6828"
81,0,"13.8372","24.1861","11.6914"
82,0,"13.8274","24.1502","11.6698"
83,0,"13.8301","24.1353","11.646"
84,0,"13.8369","24.1376","11.6293"
85,0,"13.8279","24.1474","11.6293"
86,0,"13.8605","24.1623","11.6323"
87,0,"13.855","24.1557","11.6524"
88,0,"13.8604","24.1727","11.6679"
89,0,"13.8494","24.1789","11.6867"
90,0,"13.8326","24.1819","11.7038"
91,0,"13.8384","24.1721","11.7115"
92,0,"13.8297","24.161","11.7131"
93,0,"13.849","24.152","11.7057"
94,0,"13.836","24.1602","11.677"
95,0,"13.8236","24.1299","11.6272"
96,0,"13.833","24.1141","11.5855"
97,0,"13.8474","24.1117","11.5871"
98,0,"13.8533","24.1726","11.6223"
99,0,"13.8497","24.1581","11.6434"
100,0,"13.8516","24.1796","11.7055"
101,0,"13.8551","24.2044","11.7248"
102,0,"13.8511","24.2072","11.7457"
103,0,"13.8378","24.1907","11.7504"
104,0,"13.8283","24.1806","11.7142"
105,0,"13.8385","24.1676","11.6899"
106,0,"13.823","24.1455","11.6625"
107,0,"13.8454","24.1549","11.6206"
108,0,"13.8622","24.1525","11.5833"
109,0,"13.842","24.1362","11.5911"
110,0,"13.8465","24.1273","11.6053"
111,0,"13.8326","24.1142","11.6362"
112,0,"13.8227","24.1452","11.6782"
113,0,"13.8191","24.1544","11.7263"
114,0,"13.8134","24.1713","11.7621"
115,0,"13.8355","24.1602","11.7127"
116,0,"13.8382","24.1779","11.6685"
117,0,"13.869","24.1967","11.6269"
118,0,"13.872","24.1664","11.5915"
119,0,"13.8839","24.1489","11.589"
120,0,"13.8363","24.1559","11.5845"
121,0,"13.8254","24.1436","11.6541"
122,0,"13.8113","24.1363","11.6931"
123,0,"13.7811","24.1681","11.6931"
124,0,"13.7822","24.1234","11.7004"
125,0,"13.7893","24.163","11.6682"
126,0,"13.814","24.192","11.6615"
127,0,"13.8294","24.1864","11.6517"
128,0,"13.8345","24.1786","11.6402"
129,0,"13.8371","24.0865","11.5943"
130,0,"13.7942","24.0496","11.6202"
131,0,"13.7353","23.9971","11.6141"
132,0,"13.7353","23.9811","11.6751"
133,0,"13.7313","24.0067","11.714"
134,0,"13.7755","24.0444","11.7044"
135,0,"13.8183","24.0782","11.6986"
136,0,"13.814","24.1197","11.7036"
137,0,"13.8145","24.162","11.6576"
138,0,"13.8002","24.1967","11.6354"
139,0,"13.723","24.2284","11.6572"
140,0,"13.6798","24.2881","11.6951"
141,0,"13.6083","24.3667","11.7461"
