Frame,Sub Frame,"Position - cf14",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
1,0,"12.8138","22.1156","11.6405"
2,0,"12.8269","22.1266","11.6478"
3,0,"12.8239","22.1104","11.672"
4,0,"12.8143","22.1039","11.6918"
5,0,"12.7971","22.0789","11.699"
6,0,"12.7911","22.0818","11.678"
7,0,"12.7782","22.0783","11.6621"
8,0,"12.772","22.078","11.6603"
9,0,"12.7842","22.0648","11.6369"
10,0,"12.8008","22.0851","11.6589"
11,0,"12.8109","22.0817","11.6469"
12,0,"12.8034","22.0972","11.6594"
13,0,"12.806","22.0926","11.6718"
14,0,"12.8118","22.0923","11.6933"
15,0,"12.8081","22.0849","11.7208"
16,0,"12.8034","22.0953","11.7249"
17,0,"12.8022","22.0906","11.6955"
18,0,"12.8122","22.1142","11.6765"
19,0,"12.8197","22.1252","11.669"
20,0,"12.8414","22.1129","11.6474"
21,0,"12.8329","22.0971","11.6331"
22,0,"12.8177","22.0804","11.6372"
23,0,"12.7944","22.1048","11.6491"
24,0,"12.7804","22.0683","11.6701"
25,0,"12.7784","22.0694","11.6786"
26,0,"12.7777","22.0749","11.7149"
27,0,"12.7658","22.0842","11.7329"
28,0,"12.7638","22.1143","11.7201"
29,0,"12.7711","22.0998","11.6828"
30,0,"12.7956","22.1121","11.6545"
31,0,"12.8157","22.1088","11.6156"
32,0,"12.8234","22.0997","11.6026"
33,0,"12.82","22.1035","11.6104"
34,0,"12.7942","22.0857","11.6444"
35,0,"12.8034","22.0715","11.6868"
36,0,"12.7888","22.0807","11.6926"
37,0,"12.8101","22.0769","11.6912"
38,0,"12.7973","22.0844","11.6875"
39,0,"12.8","22.0849","11.6475"
40,0,"12.8049","22.071","11.6054"
41,0,"12.7831","22.0736","11.6061"
42,0,"12.759","22.0625","11.6125"
43,0,"12.7669","22.0638","11.626"
44,0,"12.7641","22.0734","11.6671"
45,0,"12.7822","22.0881","11.7125"
46,0,"12.7854","22.0976","11.7285"
47,0,"12.7875","22.132","11.6934"
48,0,"12.7877","22.1154","11.6386"
49,0,"12.7972","22.1258","11.6051"
50,0,"12.8083","22.115","11.6084"
51,0,"12.806","22.1087","11.6461"
52,0,"12.8043","22.1058","11.6606"
53,0,"12.8116","22.0878","11.7093"
54,0,"12.8168","22.0885","11.7264"
55,0,"12.8266","22.0904","11.702"
56,0,"12.8212","22.0687","11.6709"
57,0,"12.8036","22.0917","11.6439"
58,0,"12.8037","22.074","11.6371"
59,0,"12.8218","22.0823","11.6271"
60,0,"12.809","22.0761","11.6417"
61,0,"12.7793","22.0739","11.6638"
62,0,"12.7715","22.066","11.6858"
63,0,"12.7426","22.0596","11.6882"
64,0,"12.7695","22.0677","11.6841"
65,0,"12.8026","22.0808","11.6706"
66,0,"12.8201","22.1286","11.6702"
67,0,"12.8441","22.142","11.6615"
68,0,"12.8393","22.1462","11.6589"
69,0,"12.8358","22.1372","11.6685"
70,0,"12.8443","22.1219","11.6962"
71,0,"12.8323","22.1316","11.7163"
72,0,"12.8146","22.1115","11.7291"
73,0,"12.7909","22.0845","11.7095"
74,0,"12.7838","22.0707","11.6738"
75,0,"12.794","22.0705","11.6395"
76,0,"12.8121","22.0776","11.6312"
77,0,"12.7979","22.1081","11.6752"
78,0,"12.7978","22.1179","11.677"
79,0,"12.7889","22.1043","11.6661"
80,0,"12.7894","22.0951","11.6654"
81,0,"12.7895","22.0788","11.6489"
82,0,"12.7965","22.0575","11.6332"
83,0,"12.7937","22.0747","11.6332"
84,0,"12.7843","22.0958","11.6375"
85,0,"12.7865","22.1034","11.7155"
86,0,"12.8112","22.1254","11.7315"
87,0,"12.8347","22.1535","11.722"
88,0,"12.8301","22.1332","11.6992"
89,0,"12.8219","22.1063","11.6823"
90,0,"12.8072","22.0969","11.6548"
91,0,"12.8033","22.046","11.6576"
92,0,"12.7959","22.0452","11.6602"
93,0,"12.7644","22.0404","11.6546"
94,0,"12.7449","22.0628","11.6394"
95,0,"12.7272","22.0254","11.6176"
96,0,"12.721","22.0398","11.6528"
97,0,"12.7483","22.0663","11.6672"
98,0,"12.7909","22.0873","11.6815"
99,0,"12.8054","22.1083","11.7046"
100,0,"12.8523","22.113","11.7072"
101,0,"12.8541","22.1227","11.6771"
102,0,"12.8475","22.1102","11.6755"
103,0,"12.8285","22.1171","11.6841"
104,0,"12.7706","22.1123","11.6825"
105,0,"12.7637","22.0978","11.7474"
106,0,"12.734","22.0772","11.7781"
107,0,"12.7075","22.0948","11.7656"
108,0,"12.6523","22.0702","11.7427"
109,0,"12.599","22.0522","11.6973"
110,0,"12.5554","22.0619","11.6832"
111,0,"12.5375","22.0752","11.6781"
112,0,"12.5433","22.1634","11.6768"
113,0,"12.5681","22.2043","11.6889"
114,0,"12.6539","22.2204","11.6888"
115,0,"12.7177","22.2525","11.692"
116,0,"12.8151","22.2016","11.7111"
117,0,"12.9038","22.1702","11.688"
118,0,"12.988","22.1292","11.7462"
119,0,"13.0654","22.0988","11.8086"
120,0,"13.0867","22.0891","11.8338"
121,0,"13.0704","22.1144","11.74"
122,0,"13.0769","22.1263","11.7303"
123,0,"13.0243","22.1978","11.7229"
124,0,"12.9493","22.2721","11.7206"
125,0,"12.915","22.3769","11.7605"
126,0,"12.8563","22.4961","11.7426"
127,0,"12.8136","22.6065","11.7209"
128,0,"12.7851","22.7364","11.7776"
129,0,"12.7206","22.8141","11.7724"
130,0,"12.727","22.9237","11.7575"
131,0,"12.6973","23.0001","11.7452"
132,0,"12.69","23.0611","11.7265"
133,0,"12.6492","23.0873","11.7232"
134,0,"12.5938","23.1575","11.7567"
135,0,"12.5585","23.1652","11.7381"
136,0,"12.5831","23.2172","11.772"
137,0,"12.5782","23.2971","11.8383"
138,0,"12.6032","23.3839","11.8431"
139,0,"12.6422","23.5006","11.7946"
140,0,"12.6184","23.5884","11.7438"
